"","L_ATC4","ATC4","name_simp"
"618","AUTRES MEDICAMENTS CONTRE LE PSORIASIS A USAGE TOPIQUE","D05AX","DAIVONEX"
"619","AUTRES MEDICAMENTS CONTRE LE PSORIASIS A USAGE TOPIQUE","D05AX","SILKIS"
"620","AUTRES MEDICAMENTS CONTRE LE PSORIASIS A USAGE TOPIQUE","D05AX","DAIVOBET"
"621","AUTRES MEDICAMENTS CONTRE LE PSORIASIS A USAGE TOPIQUE","D05AX","ENSTILAR"
"622","AUTRES MEDICAMENTS CONTRE LE PSORIASIS A USAGE TOPIQUE","D05AX","CALCIPOT/BET"
"623","AUTRES MEDICAMENTS CONTRE LE PSORIASIS A USAGE TOPIQUE","D05AX","CLOSALIS"
"624","AUTRES MEDICAMENTS CONTRE LE PSORIASIS A USAGE TOPIQUE","D05AX","XAMIOL"
"625","PSORALENES A USAGE SYSTEMIQUE","D05BA","MELADININE"
"626","RETINOIDES POUR LE TRAITEMENT DU PSORIASIS","D05BB","SORIATANE"
"627","AUTRES ANTIBIOTIQUES A USAGE TOPIQUE","D06AX","ACIDE"
"628","AUTRES ANTIBIOTIQUES A USAGE TOPIQUE","D06AX","FUSIDATE"
"629","AUTRES ANTIBIOTIQUES A USAGE TOPIQUE","D06AX","MUPIROCINE"
"630","AUTRES ANTIBIOTIQUES A USAGE TOPIQUE","D06AX","MUPIDERM"
"631","SULFAMIDES","D06BA","FLAMMAZINE"
"632","ANTIVIRAUX","D06BB","CONDYLINE"
"633","ANTIVIRAUX","D06BB","ZYCLARA"
"634","ANTIVIRAUX","D06BB","ALDARA"
"635","AUTRES CHIMIOTHERAPIES","D06BX","ROZEX"
"636","AUTRES CHIMIOTHERAPIES","D06BX","ROZAGEL"
"637","AUTRES CHIMIOTHERAPIES","D06BX","ROZACREME"
"638","CORTICOIDES D'ACTIVITE MODEREE (GROUPE II)","D07AB","LOCOID"
"639","CORTICOIDES D'ACTIVITE MODEREE (GROUPE II)","D07AB","TRIDESONIT"
"640","CORTICOIDES D'ACTIVITE MODEREE (GROUPE II)","D07AB","LOCAPRED"
"641","CORTICOIDES D'ACTIVITE MODEREE (GROUPE II)","D07AB","LOCATOP"
"642","CORTICOIDES D'ACTIVITE FORTE (GROUPE III)","D07AC","BETAMETHASONE"
"643","CORTICOIDES D'ACTIVITE FORTE (GROUPE III)","D07AC","BETNEVAL"
"644","CORTICOIDES D'ACTIVITE FORTE (GROUPE III)","D07AC","DIPROSONE"
"645","CORTICOIDES D'ACTIVITE FORTE (GROUPE III)","D07AC","DIPROLENE"
"646","CORTICOIDES D'ACTIVITE FORTE (GROUPE III)","D07AC","BETESIL"
"647","CORTICOIDES D'ACTIVITE FORTE (GROUPE III)","D07AC","NERISONE"
"648","CORTICOIDES D'ACTIVITE FORTE (GROUPE III)","D07AC","EFFICORT"
"649","CORTICOIDES D'ACTIVITE FORTE (GROUPE III)","D07AC","FLIXOVATE"
"650","CORTICOIDES D'ACTIVITE FORTE (GROUPE III)","D07AC","EPITOPIC"
"651","COSTICOSTEROIDES D'ACTIVITE TRES FORTE (GROUPE IV)","D07AD","CLARELUX"
"652","COSTICOSTEROIDES D'ACTIVITE TRES FORTE (GROUPE IV)","D07AD","CLOBETASOL"
"653","COSTICOSTEROIDES D'ACTIVITE TRES FORTE (GROUPE IV)","D07AD","CABESOL"
"654","COSTICOSTEROIDES D'ACTIVITE TRES FORTE (GROUPE IV)","D07AD","DERMOVAL"
"655","COSTICOSTEROIDES D'ACTIVITE TRES FORTE (GROUPE IV)","D07AD","CLOBEX"
"656","CORTICOIDES D'ACTIVITE FORTE, AUTRES ASSOCIATIONS","D07XC","DIPROSALIC"
"657","BIGUANIDES ET AMIDINES","D08AC","PLUREXID"
"658","BIGUANIDES ET AMIDINES","D08AC","SEPTEAL"
"659","BIGUANIDES ET AMIDINES","D08AC","DOSISEPTINE"
"660","BIGUANIDES ET AMIDINES","D08AC","SEPTIVON"
"661","BIGUANIDES ET AMIDINES","D08AC","DIASEPTYL"
"662","BIGUANIDES ET AMIDINES","D08AC","CHLORHEX/BENZ/ALC"
"663","BIGUANIDES ET AMIDINES","D08AC","CYTEAL"
"664","BIGUANIDES ET AMIDINES","D08AC","BISEPTINE"
"665","BIGUANIDES ET AMIDINES","D08AC","DERMOBACTER"
"666","DERIVES IODES","D08AG","BETADINE"
"667","DERIVES IODES","D08AG","POVIDONE"
"668","AUTRES ANTISEPTIQUES ET DESINFECTANTS","D08AX","DAKIN"
"669","RETINOIDES ANTIACNEIQUES A USAGE TOPIQUE","D10AD","EFFEDERM"
"670","RETINOIDES ANTIACNEIQUES A USAGE TOPIQUE","D10AD","A313"
"671","RETINOIDES ANTIACNEIQUES A USAGE TOPIQUE","D10AD","DIFFERINE"
"672","RETINOIDES ANTIACNEIQUES A USAGE TOPIQUE","D10AD","ADAPALENE"
"673","PEROXYDES","D10AE","CUTACNYL"
"674","ANTIINFECTIEUX POUR LE TRAITEMENT DE L'ACNE","D10AF","ERYTHROGEL"
"675","ANTIINFECTIEUX POUR LE TRAITEMENT DE L'ACNE","D10AF","ERYFLUID"
"676","ANTIINFECTIEUX POUR LE TRAITEMENT DE L'ACNE","D10AF","ERYTHROMYCINE"
"677","AUTRES PREPARATIONS ANTIACNEIQUES A USAGE TOPIQUE","D10AX","LITHIODERM"
"678","RETINOIDES POUR LE TRAITEMENT DE L'ACNE","D10BA","PROCUTA"
"679","RETINOIDES POUR LE TRAITEMENT DE L'ACNE","D10BA","CONTRACNE"
"680","RETINOIDES POUR LE TRAITEMENT DE L'ACNE","D10BA","CURACNE"
"681","RETINOIDES POUR LE TRAITEMENT DE L'ACNE","D10BA","ACNETRAIT"
"682","RETINOIDES POUR LE TRAITEMENT DE L'ACNE","D10BA","ISOTRETINOINE"
"683","AUTRES PREPARATIONS ANTIACNEIQUES A USAGE SYSTEMIQUE","D10BX","RUBOZINC"
"684","AUTRES PREPARATIONS ANTIACNEIQUES A USAGE SYSTEMIQUE","D10BX","GRANIONS"
"685","AUTRES PREPARATIONS ANTIACNEIQUES A USAGE SYSTEMIQUE","D10BX","EFFIZINC"
"686","MEDICAMENTS UTILISES DANS LA DERMATITE, EXCLUS CORTICOSTEROIDES","D11AH","TAKROZEM"
"687","MEDICAMENTS UTILISES DANS LA DERMATITE, EXCLUS CORTICOSTEROIDES","D11AH","PROTOPIC"
"688","MEDICAMENTS UTILISES DANS LA DERMATITE, EXCLUS CORTICOSTEROIDES","D11AH","ALIZEM"
"689","MEDICAMENTS UTILISES DANS LA DERMATITE, EXCLUS CORTICOSTEROIDES","D11AH","TOCTINO"
"690","MEDICAMENTS UTILISES DANS LA DERMATITE, EXCLUS CORTICOSTEROIDES","D11AH","DUPIXENT"
"691","MEDICAMENTS UTILISES DANS LA DERMATITE, EXCLUS CORTICOSTEROIDES","D11AH","ADTRALZA"
"692","MEDICAMENTS UTILISES DANS LA DERMATITE, EXCLUS CORTICOSTEROIDES","D11AH","CIBINQO"
"693","MEDICAMENTS UTILISES DANS LA DERMATITE, EXCLUS CORTICOSTEROIDES","D11AH","OPZELURA"
"694","ANTIBIOTIQUES","G01AA","POLYGYNAX"
"695","ANTIBIOTIQUES","G01AA","TERGYNAN"
"696","DERIVES IMIDAZOLES","G01AF","FLAGYL"
"697","DERIVES IMIDAZOLES","G01AF","GYNO"
"698","DERIVES IMIDAZOLES","G01AF","ECONAZOLE"
"699","DERIVES IMIDAZOLES","G01AF","TERLOMEXIN"
"700","DERIVES IMIDAZOLES","G01AF","LOMEXIN"
"701","DERIVES IMIDAZOLES","G01AF","CANDAZOL"
"702","DERIVES IMIDAZOLES","G01AF","MONAZOL"
"703","ALCALOIDES DE L'ERGOT","G02AB","METHERGIN"
"704","CONTRACEPTIFS INTRAUTERINS","G02BA","JAYDESS"
"705","CONTRACEPTIFS INTRAUTERINS","G02BA","KYLEENA"
"706","CONTRACEPTIFS INTRAUTERINS","G02BA","DONASERT"
"707","CONTRACEPTIFS INTRAUTERINS","G02BA","MIRENA"
"708","INHIBITEURS DE LA PROLACTINE","G02CB","CABERGOLINE"
"709","INHIBITEURS DE LA PROLACTINE","G02CB","DOSTINEX"
"710","INHIBITEURS DE LA PROLACTINE","G02CB","NORPROLAC"
"711","PROGESTATIFS ET ESTROGENES EN ASSOCIATION FIXE","G03AA","OPTILOVA"
"712","PROGESTATIFS ET ESTROGENES EN ASSOCIATION FIXE","G03AA","OPTIDRIL"
"713","PROGESTATIFS ET ESTROGENES EN ASSOCIATION FIXE","G03AA","LOLISTREL"
"714","PROGESTATIFS ET ESTROGENES EN ASSOCIATION FIXE","G03AA","LEVONOR/ETHINYL"
"715","PROGESTATIFS ET ESTROGENES EN ASSOCIATION FIXE","G03AA","LEELOO"
"716","PROGESTATIFS ET ESTROGENES EN ASSOCIATION FIXE","G03AA","ASTERLUNA"
"717","PROGESTATIFS ET ESTROGENES EN ASSOCIATION FIXE","G03AA","MINIDRIL"
"718","PROGESTATIFS ET ESTROGENES EN ASSOCIATION FIXE","G03AA","ADEPAL"
"719","PROGESTATIFS ET ESTROGENES EN ASSOCIATION FIXE","G03AA","LUDEAL"
"720","PROGESTATIFS ET ESTROGENES EN ASSOCIATION FIXE","G03AA","LOVAVULO"
"721","PROGESTATIFS ET ESTROGENES EN ASSOCIATION FIXE","G03AA","PACILIA"
"722","PROGESTATIFS ET ESTROGENES EN ASSOCIATION FIXE","G03AA","QIADE"
"723","PROGESTATIFS ET ESTROGENES EN ASSOCIATION FIXE","G03AA","INCONNU"
"724","PROGESTATIFS ET ESTROGENES POUR ADMINISTRATION SEQUENTIELLE","G03AB","TRINORDIOL"
"725","PROGESTATIFS ET ESTROGENES POUR ADMINISTRATION SEQUENTIELLE","G03AB","DAILY"
"726","PROGESTATIFS ET ESTROGENES POUR ADMINISTRATION SEQUENTIELLE","G03AB","EVANECIA"
"727","PROGESTATIFS","G03AC","MICROVAL"
"728","PROGESTATIFS","G03AC","DEPO"
"729","PROGESTATIFS","G03AC","NEXPLANON"
"730","PROGESTATIFS","G03AC","DESOGESTREL"
"731","PROGESTATIFS","G03AC","ANTIGONE"
"732","PROGESTATIFS","G03AC","DESOPOP"
"733","PROGESTATIFS","G03AC","OPTIMIZETTE"
"734","PROGESTATIFS","G03AC","ELFASETTE"
"735","PROGESTATIFS","G03AC","CLAREAL"
"736","CONTRACEPTION D'URGENCE","G03AD","LEVONORGESTREL"
"737","CONTRACEPTION D'URGENCE","G03AD","LEVOSOLO"
"738","CONTRACEPTION D'URGENCE","G03AD","LEVUNIQUE"
"739","CONTRACEPTION D'URGENCE","G03AD","NORLEVO"
"740","CONTRACEPTION D'URGENCE","G03AD","ELLAONE"
"741","CONTRACEPTION D'URGENCE","G03AD","ULIPRISTAL"
"742","DERIVES DU 3 OXOANDROSTENE","G03BA","ANDROTARDYL"
"743","DERIVES DU 3 OXOANDROSTENE","G03BA","TESTOSTERONE"
"744","DERIVES DE LA 5 ANDROSTAN-3-ONE","G03BB","ANDRACTIM"
"745","ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES","G03CA","OESTROGEL"
"746","ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES","G03CA","OESTRODOSE"
"747","ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES","G03CA","ESTREVA"
"748","ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES","G03CA","DERMESTRIL"
"749","ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES","G03CA","THAIS"
"750","ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES","G03CA","DELIDOSE"
"751","ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES","G03CA","OROMONE"
"752","ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES","G03CA","FEMSEPT"
"753","ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES","G03CA","PROVAMES"
"754","ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES","G03CA","THAISSEPT"
"755","ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES","G03CA","TROPHICREME"
"756","ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES","G03CA","PHYSIOGINE"
"757","ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES","G03CA","GYDRELLE"
"758","ESTROGENES NATURELS ET HEMISYNTHETIQUES NON ASSOCIES","G03CA","COLPOTROPHINE"
"759","DERIVES PREGNENE 4","G03DA","PROGESTERONE"
"760","DERIVES PREGNENE 4","G03DA","PROGESTOGEL"
"761","DERIVES PREGNENE 4","G03DA","UTROGESTAN"
"762","DERIVES PREGNENE 4","G03DA","ESTIMA"
"763","DERIVES PREGNENE 4","G03DA","PROGESTAN"
"764","DERIVES PREGNADIENE","G03DB","DUPHASTON"
"765","DERIVES PREGNADIENE","G03DB","COLPRONE"
"766","DERIVES PREGNADIENE","G03DB","LUTENYL"
"767","DERIVES PREGNADIENE","G03DB","NOMEGESTROL"
"768","DERIVES PREGNADIENE","G03DB","CHLORMADINONE"
"769","DERIVES PREGNADIENE","G03DB","DIMETRUM"
"770","DERIVES PREGNADIENE","G03DB","SAWIS"
"771","DERIVES PREGNADIENE","G03DB","ENDOVELA"
"772","DERIVES PREGNADIENE","G03DB","DIENOGEST"
"773","DERIVES PREGNADIENE","G03DB","ERYNJA"
"774","PROGESTATIFS ET ESTROGENES EN ASSOCIATION","G03FA","KLIOGEST"
"775","PROGESTATIFS ET ESTROGENES EN ASSOCIATION","G03FA","ACTIVELLE"
"776","PROGESTATIFS ET ESTROGENES EN ASSOCIATION","G03FA","TROPHIGIL"
"777","PROGESTATIFS ET ESTROGENES EN ASSOCIATION","G03FA","FLORGYNAL"
"778","PROGESTATIFS ET ESTROGENES EN ASSOCIATION","G03FA","FEMSEPTEVO"
"779","PROGESTATIFS ET ESTROGENES EN ASSOCIATION","G03FA","DUOVA"
"780","PROGESTATIFS ET ESTROGENES EN ASSOCIATION","G03FA","CLIMASTON"
"781","PROGESTATIFS ET ESTROGENES POUR ADMINISTRATION SEQUENTIELLE","G03FB","DIVINA"
"782","PROGESTATIFS ET ESTROGENES POUR ADMINISTRATION SEQUENTIELLE","G03FB","CLIMASTON"
"783","PROGESTATIFS ET ESTROGENES POUR ADMINISTRATION SEQUENTIELLE","G03FB","FEMSEPTCOMBI"
"784","GONADOTROPHINES","G03GA","GONADOTROPHINE"
"785","GONADOTROPHINES","G03GA","MENOPUR"
"786","GONADOTROPHINES","G03GA","FERTISTARTKIT"
"787","GONADOTROPHINES","G03GA","FOSTIMONKIT"
"788","GONADOTROPHINES","G03GA","OVALEAP"
"789","GONADOTROPHINES","G03GA","BEMFOLA"
"790","GONADOTROPHINES","G03GA","GONAL"
"791","GONADOTROPHINES","G03GA","PUREGON"
"792","GONADOTROPHINES","G03GA","LUVERIS"
"793","GONADOTROPHINES","G03GA","OVITRELLE"
"794","GONADOTROPHINES","G03GA","ELONVA"
"795","GONADOTROPHINES","G03GA","REKOVELLE"
"796","GONADOTROPHINES","G03GA","PERGOVERIS"
"797","STIMULANTS SYNTHETIQUES DE L'OVULATION","G03GB","CLOMID"
"798","ANTIANDROGENES NON ASSOCIES","G03HA","ANDROCUR"
"799","ANTIANDROGENES NON ASSOCIES","G03HA","CYPROTERONE"
"800","ANTIANDROGENES ET ESTROGENES","G03HB","CLIMENE"
"801","ANTIGONADOTROPHINES ET ANALOGUES","G03XA","DANATROL"
"802","MODULATEURS SELECTIFS DES RECEPTEURS AUX ESTROGÈNES","G03XC","RALOXIFENE"
"803","MODULATEURS SELECTIFS DES RECEPTEURS AUX ESTROGÈNES","G03XC","EVISTA"
"804","ANTISPASMODIQUES URINAIRES","G04BD","URISPAS"
"805","ANTISPASMODIQUES URINAIRES","G04BD","OXYBUTYNINE"
"806","ANTISPASMODIQUES URINAIRES","G04BD","DITROPAN"
"807","ANTISPASMODIQUES URINAIRES","G04BD","SOLIFENACINE"
"808","ANTISPASMODIQUES URINAIRES","G04BD","VESICARE"
"809","ANTISPASMODIQUES URINAIRES","G04BD","TROSPIPHARM"
"810","ANTISPASMODIQUES URINAIRES","G04BD","CHLORURE"
"811","ANTISPASMODIQUES URINAIRES","G04BD","CERIS"
"812","ANTISPASMODIQUES URINAIRES","G04BD","TOVIAZ"
"813","ANTISPASMODIQUES URINAIRES","G04BD","FESOTERODINE"
"814","MEDICAMENTS UTILISES DANS LES TROUBLES DE L'ERECTION","G04BE","VITAROS"
"815","MEDICAMENTS UTILISES DANS LES TROUBLES DE L'ERECTION","G04BE","CAVERJECT"
"816","MEDICAMENTS UTILISES DANS LES TROUBLES DE L'ERECTION","G04BE","EDEX"
"817","ALPHA-BLOQUANTS","G04CA","ALFUZOSINE"
"818","ALPHA-BLOQUANTS","G04CA","XATRAL"
"819","ALPHA-BLOQUANTS","G04CA","TAMSULOSINE"
"820","ALPHA-BLOQUANTS","G04CA","OMIX"
"821","ALPHA-BLOQUANTS","G04CA","OMEXEL"
"822","ALPHA-BLOQUANTS","G04CA","MECIR"
"823","ALPHA-BLOQUANTS","G04CA","DYSALFA"
"824","ALPHA-BLOQUANTS","G04CA","TERAZOSINE"
"825","ALPHA-BLOQUANTS","G04CA","SILODOSINE"
"826","ALPHA-BLOQUANTS","G04CA","SILODYX"
"827","ALPHA-BLOQUANTS","G04CA","UROREC"
"828","ALPHA-BLOQUANTS","G04CA","DUTASTE/TAMSU"
"829","ALPHA-BLOQUANTS","G04CA","COMBODART"
"830","INHIBITEURS DE L'ALPHA-5-TESTOSTERONE REDUCTASE","G04CB","FINASTERIDE"
"831","INHIBITEURS DE L'ALPHA-5-TESTOSTERONE REDUCTASE","G04CB","CHIBRO-PROSCAR"
"832","INHIBITEURS DE L'ALPHA-5-TESTOSTERONE REDUCTASE","G04CB","DUTASTERIDE"
"833","INHIBITEURS DE L'ALPHA-5-TESTOSTERONE REDUCTASE","G04CB","AVODART"
"834","AUTRES MEDICAMENTS UTILISES DANS L'HYPERTROPHIE BENIGNE DE LA PROSTATE","G04CX","TADENAN"
"835","AUTRES MEDICAMENTS UTILISES DANS L'HYPERTROPHIE BENIGNE DE LA PROSTATE","G04CX","PERMIXON"
"836","AUTRES MEDICAMENTS UTILISES DANS L'HYPERTROPHIE BENIGNE DE LA PROSTATE","G04CX","PRODINAN"
"837","ACTH","H01AA","SYNACTHENE"
"838","SOMATROPINE ET AGONISTES DE LA SOMATROPINE","H01AC","OMNITROPE"
"839","SOMATROPINE ET AGONISTES DE LA SOMATROPINE","H01AC","NUTROPINAQ"
"840","SOMATROPINE ET AGONISTES DE LA SOMATROPINE","H01AC","NORDITROPINE"
"841","SOMATROPINE ET AGONISTES DE LA SOMATROPINE","H01AC","GENOTONORM"
"842","SOMATROPINE ET AGONISTES DE LA SOMATROPINE","H01AC","UMATROPE"
"843","SOMATROPINE ET AGONISTES DE LA SOMATROPINE","H01AC","SAIZEN"
"844","SOMATROPINE ET AGONISTES DE LA SOMATROPINE","H01AC","INCRELEX"
"845","SOMATROPINE ET AGONISTES DE LA SOMATROPINE","H01AC","NGENLA"
"846","Autres hormones de l'ante hypophyse et analogues","H01AX","SOMAVERT"
"847","VASOPRESSINE ET ANALOGUES","H01BA","MINIRIN"
"848","VASOPRESSINE ET ANALOGUES","H01BA","MINURIN"
"849","VASOPRESSINE ET ANALOGUES","H01BA","DESMOPRESSINE"
"850","VASOPRESSINE ET ANALOGUES","H01BA","CHINTAL"
"851","VASOPRESSINE ET ANALOGUES","H01BA","MINIRINMELT"
"852","HORMONES ENTRAINANT LA LIBERATION DE GONADOTROPHINES","H01CA","LUTRELEF"
"853","HORMONES ENTRAINANT LA LIBERATION DE GONADOTROPHINES","H01CA","SYNAREL"
"854","ANTIHORMONE DE CROISSANCE","H01CB","OCTREOTIDE"
"855","ANTIHORMONE DE CROISSANCE","H01CB","SANDOSTATINE"
"856","ANTIHORMONE DE CROISSANCE","H01CB","SIROCTID"
"857","ANTIHORMONE DE CROISSANCE","H01CB","MYRELEZ"
"858","ANTIHORMONE DE CROISSANCE","H01CB","SOMATULINE"
"859","ANTIHORMONE DE CROISSANCE","H01CB","SIGNIFOR"
"860","HORMONES ENTRAINANT LA LIBERATION D'ANTAGONISTES DES GONADOTROPHINES","H01CC","FYREMADEL"
"861","HORMONES ENTRAINANT LA LIBERATION D'ANTAGONISTES DES GONADOTROPHINES","H01CC","GANIRELIX"
"862","HORMONES ENTRAINANT LA LIBERATION D'ANTAGONISTES DES GONADOTROPHINES","H01CC","ORGALUTRAN"
"863","HORMONES ENTRAINANT LA LIBERATION D'ANTAGONISTES DES GONADOTROPHINES","H01CC","CETRORELIX"
"864","HORMONES ENTRAINANT LA LIBERATION D'ANTAGONISTES DES GONADOTROPHINES","H01CC","CETROTIDE"
"865","MINERALOCORTICOIDES","H02AA","FLUDROCORTISONE"
"866","MINERALOCORTICOIDES","H02AA","FLUCORTAC"
"867","GLUCOCORTICOIDES","H02AB","BETNESOL"
"868","GLUCOCORTICOIDES","H02AB","CELESTENE"
"869","GLUCOCORTICOIDES","H02AB","DIPROSTENE"
"870","GLUCOCORTICOIDES","H02AB","BETAMETHASONE"
"871","GLUCOCORTICOIDES","H02AB","DEXAMETHASONE"
"872","GLUCOCORTICOIDES","H02AB","DECTANCYL"
"873","GLUCOCORTICOIDES","H02AB","SOLUMEDROL"
"874","GLUCOCORTICOIDES","H02AB","SOLU-MEDROL"
"875","GLUCOCORTICOIDES","H02AB","MEDROL"
"876","GLUCOCORTICOIDES","H02AB","PREDNISOLONE"
"877","GLUCOCORTICOIDES","H02AB","HYDROCORTANCYL"
"878","GLUCOCORTICOIDES","H02AB","SOLUPRED"
"879","GLUCOCORTICOIDES","H02AB","PREDNISONE"
"880","GLUCOCORTICOIDES","H02AB","CORTANCYL"
"881","GLUCOCORTICOIDES","H02AB","KENACORT"
"882","GLUCOCORTICOIDES","H02AB","HEXATRIONE"
"883","GLUCOCORTICOIDES","H02AB","HYDROCORTISONE"
"884","INHIBITEURS DE CORTICOIDES","H02CA","ISTURISA"
"885","INHIBITEURS DE CORTICOIDES","H02CA","KETOCONAZOLE"
"886","HORMONES THYROIDIENNES","H03AA","THYROFIX"
"887","HORMONES THYROIDIENNES","H03AA","LEVOTHYROX"
"888","HORMONES THYROIDIENNES","H03AA","EUTHYROX"
"889","HORMONES THYROIDIENNES","H03AA","L"
"890","HORMONES THYROIDIENNES","H03AA","L-THYROXIN"
"891","HORMONES THYROIDIENNES","H03AA","INCONNU"
"892","HORMONES THYROIDIENNES","H03AA","CYNOMEL"
"893","HORMONES THYROIDIENNES","H03AA","EUTHYRAL"
"894","THIOURACILES","H03BA","PROPYLEX"
"895","THIOURACILES","H03BA","BASDENE"
"896","DERIVES IMIDAZOLES SOUFRES","H03BB","NEO"
"897","DERIVES IMIDAZOLES SOUFRES","H03BB","THYROZOL"
"898","HORMONES GLYCOGENOLYTIQUES","H04AA","BAQSIMI"
"899","HORMONES GLYCOGENOLYTIQUES","H04AA","GLUCAGEN"
"900","HORMONES PARATHYROIDIENNES ET ANALOGUES","H05AA","MOVYMIA"
"901","HORMONES PARATHYROIDIENNES ET ANALOGUES","H05AA","TERROSA"
"902","HORMONES PARATHYROIDIENNES ET ANALOGUES","H05AA","LIVOGIVA"
"903","HORMONES PARATHYROIDIENNES ET ANALOGUES","H05AA","TERIPARATIDE"
"904","HORMONES PARATHYROIDIENNES ET ANALOGUES","H05AA","SONDELBAY"
"905","HORMONES PARATHYROIDIENNES ET ANALOGUES","H05AA","FORSTEO"
"906","AUTRES AGENTS ANTIPARATHYROÏDIENS","H05BX","CINACALCET"
"907","AUTRES AGENTS ANTIPARATHYROÏDIENS","H05BX","MIMPARA"
"908","TETRACYCLINES","J01AA","DOXYCYCLINE"
"909","TETRACYCLINES","J01AA","TOLEXINE"
"910","TETRACYCLINES","J01AA","GRANUDOXY"
"911","TETRACYCLINES","J01AA","DOXY"
"912","TETRACYCLINES","J01AA","DOXYPALU"
"913","TETRACYCLINES","J01AA","DOXYLIS"
"914","TETRACYCLINES","J01AA","LYMECYCLINE"
"915","TETRACYCLINES","J01AA","TETRALYSAL"
"916","TETRACYCLINES","J01AA","MYNOCINE"
"917","PENICILLINES A LARGE SPECTRE","J01CA","AMOXICILLINE"
"918","PENICILLINES A LARGE SPECTRE","J01CA","CLAMOXYL"
"919","PENICILLINES A LARGE SPECTRE","J01CA","XYLLOMAC"
"920","PENICILLINES A LARGE SPECTRE","J01CA","AMODEX"
"921","PENICILLINES A LARGE SPECTRE","J01CA","INCONNU"
"922","PENICILLINES A LARGE SPECTRE","J01CA","SELEXID"
"923","PENICILLINES SENSIBLES AUX BETALACTAMASES","J01CE","PHENOXYMETH.UCP"
"924","PENICILLINES SENSIBLES AUX BETALACTAMASES","J01CE","ORACILLINE"
"925","PENICILLINES SENSIBLES AUX BETALACTAMASES","J01CE","EXTENCILLINE"
"926","PENICILLINES RESISTANTES AUX BETALACTAMASES","J01CF","CLOXACILLINE"
"927","PENICILLINES RESISTANTES AUX BETALACTAMASES","J01CF","ORBENINE"
"928","PENICILLINES RESISTANTES AUX BETALACTAMASES","J01CF","ISTOPEN"
"929","ASSOCIATIONS DE PENICILLINES, INHIBITEURS DE BETALACTAMASES INCLUS","J01CR","UNACIM"
"930","ASSOCIATIONS DE PENICILLINES, INHIBITEURS DE BETALACTAMASES INCLUS","J01CR","AMOX/AC"
"931","ASSOCIATIONS DE PENICILLINES, INHIBITEURS DE BETALACTAMASES INCLUS","J01CR","LEVMENTIN"
"932","ASSOCIATIONS DE PENICILLINES, INHIBITEURS DE BETALACTAMASES INCLUS","J01CR","AUGMENTIN"
"933","ASSOCIATIONS DE PENICILLINES, INHIBITEURS DE BETALACTAMASES INCLUS","J01CR","PIPER/TAZOB"
"934","ASSOCIATIONS DE PENICILLINES, INHIBITEURS DE BETALACTAMASES INCLUS","J01CR","TAZOCILLINE"
"935","CEPHALOSPORINES DE PREMIERE GENERATION","J01DB","KEFORAL"
"936","CEPHALOSPORINES DE PREMIERE GENERATION","J01DB","CEFADROXIL"
"937","CEPHALOSPORINES DE DEUXIEME GENERATION","J01DC","CEFUROXIME"
"938","CEPHALOSPORINES DE DEUXIEME GENERATION","J01DC","ZINNAT"
"939","CEPHALOSPORINES DE DEUXIEME GENERATION","J01DC","ALFATIL"
"940","CEPHALOSPORINES DE TROISIEME GENERATION","J01DD","FORTUM"
"941","CEPHALOSPORINES DE TROISIEME GENERATION","J01DD","CEFTAZIDIME"
"942","CEPHALOSPORINES DE TROISIEME GENERATION","J01DD","CEFTRIAXONE"
"943","CEPHALOSPORINES DE TROISIEME GENERATION","J01DD","ROCEPHINE"
"944","CEPHALOSPORINES DE TROISIEME GENERATION","J01DD","CEFIXIME"
"945","CEPHALOSPORINES DE TROISIEME GENERATION","J01DD","OROKEN"
"946","CEPHALOSPORINES DE TROISIEME GENERATION","J01DD","CEFPODOXIME"
"947","CEPHALOSPORINES DE TROISIEME GENERATION","J01DD","ORELOX"
"948","CEPHALOSPORINES DE QUATRIEME GENERATION","J01DE","CEFEPIME"
"949","MONOBACTAMS","J01DF","AZACTAM"
"950","MONOBACTAMS","J01DF","CAYSTON"
"951","CARBAPENEMS","J01DH","MEROPENEM"
"952","CARBAPENEMS","J01DH","MERONEM"
"953","CARBAPENEMS","J01DH","IMIPENEM"
"954","CARBAPENEMS","J01DH","TIENAM"
"955","TRIMETHOPRIME ET DERIVES","J01EA","DELPRIM"
"956","SULFAMIDES D'ACTION INTERMEDIAIRE","J01EC","ADIAZINE"
"957","ASSOCIATIONS DE SULFAMIDES ET DE TRIMETHOPRIME, DERIVES INCLUS","J01EE","BACTRIM"
